time_sec	flux	flux_err
0.0238000154495239	4.94130602740788e-07	1.22862257112908e-07
0.0277999639511108	5.75631432365066e-07	1.48237220856372e-07
0.0318000316619873	7.00037710928966e-07	1.65149505335398e-07
0.0357999801635742	3.16796330600822e-07	1.46506459012999e-07
0.0397999286651611	8.13439172432922e-07	1.92352993485392e-07
0.0437999963760376	6.59190337177228e-07	1.67496657656366e-07
0.0477999448776245	5.40851932497596e-07	1.76083943242238e-07
0.051800012588501	5.18696260226582e-07	1.88200121305101e-07
0.0557999610900879	9.42071256756189e-07	2.33624498288162e-07
0.0598000288009644	1.13226951206588e-06	2.58491356311001e-07
0.0637999773025513	1.37168220434487e-06	3.40556926610231e-07
0.0678000450134277	8.95424778252508e-07	3.01182644026279e-07
0.0717999935150146	1.05500590164951e-06	3.47677201413773e-07
0.0757999420166016	8.5423826654667e-07	2.79741473212814e-07
0.079800009727478	8.83073316870571e-07	3.50412365985717e-07
0.0837999582290649	1.83062582698778e-06	4.93291647249415e-07
0.0878000259399414	2.12629150749723e-06	5.04172247060831e-07
0.0917999744415283	6.0452889148367e-07	4.14865672600442e-07
0.0958000421524048	7.89201905092041e-07	4.03010501629532e-07
0.0997999906539917	1.79771488586608e-06	6.0540952305624e-07
333.41	2.2213374503111299e-13	5.18981934943896e-14
