time_sec	flux	flux_err
0.0809999597072601	4.24470607112258e-08	8.27281409821028e-09
0.240999926328659	4.37564927402635e-08	8.27529335541141e-09
2.62099995136261	1.15434945778284e-08	1.537141850534e-09
2.66099991321564	2.45099958268145e-08	3.1551601141030602e-09
2.70099999427795	3.78992353838297e-08	6.4768732432358505e-09
2.74099995613098	8.79297054082384e-08	1.25663848025817e-08
2.78099991798401	1.91616327260724e-07	2.44479798032605e-08
2.82099999904633	3.06013647515151e-07	4.53905979427391e-08
2.86099996089935	1.01821286042338e-07	1.2287988713405e-08
2.90099992275238	2.28775276062119e-08	2.92503890978768e-09
2.9410000038147	2.12416781939344e-08	2.43761748769216e-09
2.98099996566772	2.02794847721797e-08	2.12580941916719e-09
3.02099992752075	1.83310334134858e-08	2.12628101274656e-09
3.06100000858307	1.32348331048804e-08	2.07126154142082e-09
3.1009999704361	1.40115052297433e-08	2.0824956692612902e-09
3.14099993228912	1.63377205640514e-08	2.37916512502406e-09
3.18099989414215	1.70565640863733e-08	2.4451398740635803e-09
3.22099997520447	1.40856504116833e-08	2.68571635587538e-09
3.2609999370575	2.27846134891947e-08	3.02653156190275e-09
3.30099989891052	2.25285496363656e-08	3.25790324502043e-09
3.34099997997284	1.45154244173801e-08	3.96408496694439e-09
3.38099994182587	4.9973538918426e-08	6.074536671350221e-09
3.42099990367889	8.38488615225591e-08	1.21623030738354e-08
3.46099998474121	1.47268849613204e-07	2.34151389322157e-08
3.50099994659424	1.52699802754196e-07	1.58258778563477e-08
3.54099990844727	2.32119145876618e-08	2.80781261256034e-09
3.58099998950958	8.70351989733654e-08	1.00945504141134e-08
3.62099995136261	4.21524730890269e-07	5.07047840354944e-08
3.66099991321564	2.20099551937674e-07	2.69195615753642e-08
3.70099999427795	8.64437486774373e-08	1.29021778518915e-08
3.74099995613098	5.39751166365126e-08	6.315231640676841e-09
3.78099991798401	3.2023784661218e-08	4.6002792464638404e-09
3.82099999904633	2.78488718143319e-08	3.82406829274665e-09
3.86099996089935	2.51489183740594e-08	3.0615560354932e-09
3.90099992275238	1.63530070517454e-08	2.3419411382039804e-09
3.9410000038147	3.16005126755168e-08	4.59794102309786e-09
3.98099996566772	6.01510708040724e-08	9.687326723607241e-09
4.02099992752075	1.68127992435383e-07	2.19050313542922e-08
4.06100000858307	8.53373085646536e-08	1.11092539049312e-08
4.1009999704361	2.92951001257044e-08	4.55857058228508e-09
4.14099993228912	1.38329228467395e-08	2.07578117394069e-09
4.18099989414215	2.24797712534486e-08	3.4013661940977704e-09
4.22099997520447	4.51668476707771e-08	6.3365662255499504e-09
4.26099993705749	6.2446923757111e-08	1.16282459042608e-08
4.30099989891052	1.25638893481809e-07	1.94806934589037e-08
4.34099997997284	1.20461423986918e-07	1.92667220573217e-08
4.38099994182587	9.95949569425378e-08	1.66367614259907e-08
4.42099990367889	1.00287538788833e-07	1.60045336970294e-08
4.46099998474121	9.8725922953631e-08	1.80255421094558e-08
4.50099994659424	1.08358079115911e-07	2.00746070451154e-08
4.54099990844727	9.22272455896357e-08	2.2646551985533e-08
4.58099998950958	1.72287696743152e-07	3.11082630716066e-08
4.62099995136261	3.09105242649331e-07	4.58553238352895e-08
4.66099991321564	3.16608926664838e-07	4.38305577492343e-08
4.72099997520447	7.40696171753682e-08	1.31058187392166e-08
4.78099991798401	4.03415712835288e-08	7.719293562529741e-09
4.82099999904633	2.8610671701112e-08	5.8227829105151205e-09
4.86099996089935	3.66591258332408e-08	6.8375683394970804e-09
4.90099992275238	3.86987479014561e-08	6.866059752668121e-09
4.9410000038147	4.39642394154863e-08	6.857220467704811e-09
4.98099996566772	3.31914321506792e-08	6.880427057008511e-09
5.02099992752075	3.69464525818327e-08	6.8402639640277905e-09
5.08099998950958	2.60246700427621e-08	4.320447584783651e-09
5.16099991321564	1.42479938531311e-08	2.9270999829851603e-09
5.22099997520447	1.52612800155414e-08	2.9888809918239703e-09
5.26099993705749	1.25677062737418e-08	2.5094879543091e-09
5.30099989891052	1.11823666120711e-08	1.99518362521992e-09
5.34099997997284	8.05551248877424e-09	1.61690822345896e-09
5.38099994182587	7.27764850668835e-09	1.43718458418119e-09
5.44099994421005	4.27139041311306e-09	7.31363247489351e-10
5.50099994659424	4.11845634705348e-09	7.522231520532721e-10
5.56099994897842	2.52457054174891e-09	4.3120129769397004e-10
5.62099995136261	3.72701156320667e-09	7.340904468915801e-10
5.66099991321564	3.6079903671624304e-09	8.47863494427007e-10
5.70099999427795	5.990054485578151e-09	9.623855536897302e-10
5.74099995613098	3.3098319026453e-09	1.0309221042981401e-09
5.78099991798401	6.647026066493941e-09	1.2581411861409e-09
5.82099999904633	5.030242370239231e-09	1.44074548099141e-09
5.86099996089935	9.51052064126907e-09	1.6535589510832601e-09
5.92099996328354	9.10004508175582e-09	1.34593608131753e-09
5.98099996566772	1.37005927501688e-08	2.2870128005494804e-09
6.02099992752075	6.1626995633101406e-09	2.4631783663219904e-09
6.06100000858307	1.57915276716639e-08	2.7766805363043703e-09
6.1009999704361	1.48730589023614e-08	3.1459736120446802e-09
6.14099993228912	2.33407258503454e-08	4.0445809334011805e-09
6.18099989414215	3.99150573504313e-08	4.67857599125768e-09
6.22099997520447	3.14830920635524e-08	3.5762199713307102e-09
6.26099993705749	1.40599946822764e-08	1.8439955039448502e-09
6.30099989891052	6.47285915528152e-09	1.04561540248723e-09
6.34099997997284	3.894175363678821e-09	5.30936354603875e-10
6.38099994182587	1.6289807951255902e-09	2.79314639694022e-10
6.42099990367889	2.2633098240077403e-09	2.8685637679894e-10
