time_sec	flux	flux_err
0.0410000276565552	2.20420083235808e-07	3.54147742890745e-08
0.100999970436096	4.03447299640925e-07	7.60737471469563e-08
0.161000032424927	6.16239692845095e-07	9.3246351434095e-08
0.220999975204468	1.0021562063104e-06	1.90676002322945e-07
0.261000056266785	7.49221122503211e-07	1.28005763390965e-07
0.320999999046326	3.54928390662041e-07	6.1264532921301e-08
0.40100004196167	1.76352737045699e-07	3.1259246968185e-08
0.460999984741211	1.53135045751788e-07	2.88016953699796e-08
0.501000065803528	1.27540608758437e-07	2.08535496083939e-08
0.581000029246012	1.5420817966441e-07	1.86987351792236e-08
0.661000032424927	4.76922719054375e-07	6.86988491767057e-08
0.700999994277954	4.74404215144497e-07	8.64763100264054e-08
0.741000075340271	5.93674249929342e-07	1.20528513954503e-07
0.781000037193298	9.23639321684669e-07	1.70800591044884e-07
0.820999999046326	9.77204141472107e-07	1.7413024152025e-07
0.861000080108643	5.94304940532234e-07	1.14119216635446e-07
0.90100004196167	5.25815518030836e-07	8.22471247596185e-08
0.941000003814697	2.4808560206436e-07	4.73690130639317e-08
0.981000084877014	1.68137413687337e-07	3.47537679412679e-08
1.02100004673004	1.03588841619337e-07	2.07056035718599e-08
1.06100000858307	8.0886371368535e-08	1.59866635521196e-08
1.14100001176198	3.21220471086488e-08	4.021942780028681e-09
1.22099997520447	2.26953910653895e-08	4.37553123874781e-09
1.26100005626678	3.14508959894284e-08	5.72041247441633e-09
1.30100001811981	3.77451598403533e-08	7.86003526082986e-09
1.34099997997284	5.43416866759278e-08	1.01594442853307e-08
1.38100006103516	6.97418666342137e-08	1.20682049832526e-08
1.46100002447764	7.79578028057165e-08	1.2418184461655e-08
1.54100002765656	1.91277962595354e-07	3.75006934809047e-08
1.58099998950958	2.88052085234225e-07	5.25395416894586e-08
1.6210000705719	4.12527610379904e-07	7.28024919232289e-08
1.66100003242493	4.92543548316116e-07	9.82354498079389e-08
1.72100003480911	4.00813430902221e-07	6.42527490230376e-08
1.7810000371933	5.2156373484942e-07	1.00603428131139e-07
1.82099999904633	5.00149246268331e-07	9.80002826073166e-08
1.86100008010864	5.11190864594219e-07	9.1429257974061e-08
1.90100004196167	4.78247875308997e-07	9.20100200453846e-08
1.98100008487701	3.31698492481041e-07	6.35237584024879e-08
2.02100004673004	2.6837032107828e-07	5.01143753108549e-08
2.06100000858307	2.29679614283809e-07	4.36741363865604e-08
2.1009999704361	1.95110907555218e-07	4.08458354090919e-08
2.14100005149841	2.94503580217824e-07	3.75621022475165e-08
2.18100001335144	1.92790158037351e-07	3.29828521026567e-08
2.22099997520447	1.60496118661066e-07	2.99390758193164e-08
2.26100005626678	1.37954458838045e-07	2.48933941360491e-08
2.30100001811981	1.43008854594371e-07	2.36148433587857e-08
2.34099997997284	1.11332349767199e-07	2.07354920040972e-08
2.38100006103516	9.09597794449907e-08	1.67346925889069e-08
2.42100002288818	6.67878933731998e-08	1.59171131635209e-08
2.46099998474121	9.17068367414087e-08	1.64249849594317e-08
2.50100006580353	7.66931902850494e-08	1.46801437772048e-08
2.54100002765656	9.38294806502203e-08	1.43991216665111e-08
2.58099998950958	6.42893364414387e-08	1.5050140539667e-08
2.6210000705719	7.20879786626376e-08	1.37548712660482e-08
2.66100003242493	9.21412104076207e-08	1.36125760402746e-08
2.70099999427795	7.12754111160544e-08	1.40164233332556e-08
2.74100007534027	7.58332841337141e-08	1.34994253506849e-08
2.7810000371933	6.55837383054229e-08	1.27750599334885e-08
2.82099999904633	6.62055836606909e-08	1.22700405952007e-08
2.86100008010864	6.75549716345052e-08	1.36664714379325e-08
2.90100004196167	1.00872541839945e-07	1.41660999176201e-08
2.9410000038147	9.61902053114496e-08	1.44194143032961e-08
2.98100008487701	1.02381937309703e-07	1.50696723457443e-08
3.02100004673004	1.33242924536057e-07	1.68869426177916e-08
3.06100000858307	1.30345062338601e-07	1.70446213658032e-08
3.1009999704361	1.15773973260138e-07	1.75622897681481e-08
3.14100005149841	9.73390922448965e-08	1.71825629193143e-08
3.18100001335144	1.4274347499309e-07	1.9766308855489e-08
3.22099997520447	1.57519370251419e-07	2.07552577568275e-08
3.26100005626678	1.12419784755481e-07	2.05321883989501e-08
3.30100001811981	1.90224493718473e-07	2.42896815409142e-08
3.34099997997284	1.47004646509853e-07	2.54929623474134e-08
3.38100006103516	1.60086026358462e-07	2.60456744450155e-08
3.42100002288818	2.02758292895998e-07	2.7809588678982e-08
3.46099998474121	1.9166830929461e-07	3.10085457156234e-08
3.50100006580353	1.74229999256283e-07	2.92620333471721e-08
3.54100002765656	1.4257967748521e-07	2.64273942425971e-08
3.58099998950958	1.33557033492804e-07	2.07155190667576e-08
3.64100005149841	5.69011060197772e-08	8.82259628751046e-09
3.70099999427795	4.42599051449049e-08	7.8267918628539e-09
3.74100007534027	4.02801645802152e-08	5.45415870470226e-09
3.7810000371933	1.7589068554642e-08	3.4953219015091204e-09
3.84100003957748	1.06185899094434e-08	1.5363984512218902e-09
3.90100004196167	1.18916781058472e-08	1.95540219020151e-09
3.9410000038147	1.57442111188645e-08	2.98310042822359e-09
4.00100006580353	2.44478636188017e-08	4.3546175817119206e-09
4.06100000858307	8.25135456025256e-08	1.37042780239373e-08
4.1009999704361	1.09206538644338e-07	2.13556275870705e-08
4.14100005149841	1.60098759500717e-07	3.65511328198998e-08
4.18100001335144	3.01965446956652e-07	5.84195492396829e-08
4.22099997520447	4.79388161560287e-07	8.98834816668409e-08
4.2810000371933	7.06254122222354e-07	1.32451487668184e-07
4.361000020504	3.39874228605684e-07	9.83845005257186e-08
4.4410000038147	3.33268420573493e-07	5.96318916375219e-08
4.52100004673004	1.89189445129097e-07	3.17970770588034e-08
4.60100003004074	8.35445194991601e-08	1.63006298932382e-08
4.68100001335144	6.32023176226629e-08	9.528328012096641e-09
4.7810000371933	5.0859427561336e-08	7.08055521436587e-09
4.86100008010864	6.13327299934676e-08	1.12861294810501e-08
4.90100004196167	4.26550805860782e-08	1.00702552517027e-08
4.9410000038147	6.16589676456803e-08	1.09872589692428e-08
5.00100006580353	4.72269793072467e-08	7.2971989761863806e-09
5.08099998950958	3.23101629908923e-08	5.7102472037375e-09
5.14100005149841	5.38627774697309e-08	8.204203505508691e-09
5.20099999427795	2.89459526983043e-08	5.13454370196407e-09
5.32100002884865	2.7478148498825e-08	3.9442415533893904e-09
5.4410000038147	3.6161661099427e-08	5.8058243416626905e-09
5.52100004673004	2.66229117359452e-08	5.9374816729428405e-09
5.60100003004074	3.33649261008345e-08	6.03934346226258e-09
5.68100001335144	6.76201644090766e-08	9.934343164786041e-09
5.7810000371933	8.71999984006217e-08	1.19011350423547e-08
5.86100008010864	1.71352724384576e-07	2.90472469769951e-08
5.90100004196167	2.75288673889188e-07	3.54645959111867e-08
5.9410000038147	2.39302629752184e-07	5.22914276235356e-08
5.98100008487701	4.103067775776e-07	8.05826673608172e-08
6.02100004673004	7.5472301594221e-07	1.28911687575794e-07
6.08099998950958	1.08573716679418e-06	1.60535137927773e-07
6.16100003242493	4.68195814408166e-07	9.25126314344829e-08
6.24100001573563	3.34891622143511e-07	5.51504096145626e-08
6.32099999904633	1.55965224990208e-07	3.93957372242226e-08
6.38100006103516	3.37542377099871e-07	6.18110451032019e-08
6.4410000038147	2.26641090422788e-07	4.1172031435112e-08
6.52100004673004	3.08233477961384e-07	5.06510926733569e-08
6.60100003004074	2.52345653429557e-07	4.63772099808539e-08
6.68100001335144	3.2089125122288e-07	5.40161981383302e-08
6.76100005626678	2.05249423583411e-07	5.31473018695945e-08
6.84100003957748	3.41544889085716e-07	6.28404666105944e-08
6.92100002288818	2.38216856910788e-07	6.21548250373956e-08
7.02100004673004	3.38600237860173e-07	5.6849998263934e-08
7.1009999704361	5.79872003801163e-07	1.07891336188679e-07
7.18100001335144	2.76198506409191e-07	4.75271607702823e-08
7.30100001811981	1.90219546231301e-07	3.14275402599355e-08
7.42100002288818	6.16903990146728e-08	1.76902967303215e-08
7.50100006580353	1.55548739096652e-07	2.70643095249499e-08
7.56100000858307	7.75252699632676e-08	1.98023113865459e-08
