time_sec	flux	flux_err
2.04099994117139	4.8691821909866205e-09	8.43565072574997e-10
4.76099994056365	7.77314682384291e-09	1.34035761692247e-09
7.5209999424219	4.205583376339131e-09	6.98861845523261e-10
9.9209999409318	1.02821951635256e-08	1.7078953855936602e-09
162.258	1.25621426377139e-10	2.6897417044322396e-11
193.794	8.686662589885189e-11	1.9639167934863298e-11
243.402	8.42831618840509e-11	1.8670415640807097e-11
288.504	8.28389286597293e-11	1.8267561663825098e-11
347.659	8.87337858251634e-11	1.95087180580223e-11
431.416	3.3538104621588496e-11	7.63072447975143e-12
549.237	3.7522876005816595e-11	8.324667139341729e-12
647.929	3.2190507625330496e-11	7.32411252068995e-12
805.014	2.89551924431827e-11	5.17896013062088e-12
4775.729	9.14092763742051e-12	2.09331726310084e-12
4927.32	1.1158118160323e-11	2.5234824643469597e-12
5146.64	1.1984747559743298e-11	1.96753412513125e-12
5856.785	1.03456446834674e-11	2.37152451913909e-12
6332.185	9.57772741436327e-12	1.79145961041094e-12
11374.109	7.71469496390747e-12	1.7361854939835599e-12
11598.063	5.107354376055979e-12	1.34047607691591e-12
11799.556	5.7873398428852695e-12	1.4620611347670199e-12
12109.74	4.55883157020749e-12	8.84202992791427e-13
17165.702	4.4849499299802e-12	1.17002311281622e-12
17638.544	1.57258639818502e-12	4.40103308968536e-13
22751.04	2.13980036918748e-12	5.65340616289253e-13
23408.221	2.51704266050249e-12	4.97757981868041e-13
28307.364	1.73444559737969e-12	3.4252429083634297e-13
41076.069	5.25680490935685e-13	1.39851532564203e-13
